zipcode,state,population,combined_all_facilities,combined_all_facilities_capped_viz
68107,NE,31064.0,1,1.0
38126,TN,5717.0,1,1.0
37932,TN,21726.0,1,1.0
23803,VA,44377.0,1,1.0
54482,WI,9108.0,1,1.0
28360,NC,12043.0,1,1.0
66073,KS,2295.0,1,1.0
28384,NC,11160.0,1,1.0
68106,NE,21871.0,1,1.0
44304,OH,4185.0,1,1.0
37938,TN,18207.0,1,1.0
06716,CT,15996.0,1,1.0
06757,CT,2193.0,1,1.0
04944,ME,68.0,1,1.0
04945,ME,1125.0,1,1.0
04950,ME,4726.0,1,1.0
04988,ME,2328.0,1,1.0
01267,MA,7876.0,1,1.0
02915,RI,16603.0,1,1.0
06776,CT,26848.0,1,1.0
36360,AL,19654.0,1,1.0
59044,MT,12099.0,1,1.0
03455,NH,2132.0,1,1.0
05773,VT,2036.0,1,1.0
03442,NH,1501.0,1,1.0
93405,CA,23331.0,1,1.0
92252,CA,8463.0,1,1.0
38320,TN,10362.0,1,1.0
44460,OH,25393.0,1,1.0
28574,NC,18689.0,1,1.0
66112,KS,12507.0,1,1.0
65248,MO,4781.0,1,1.0
68136,NE,20984.0,1,1.0
53018,WI,7396.0,1,1.0
54017,WI,19816.0,1,1.0
74015,OK,8270.0,1,1.0
74437,OK,9098.0,1,1.0
92003,CA,4781.0,1,1.0
92532,CA,27560.0,1,1.0
68372,NE,3813.0,1,1.0
54538,WI,3133.0,1,1.0
92655,CA,8878.0,1,1.0
04915,ME,9110.0,1,1.0
38355,TN,7669.0,1,1.0
01826,MA,32689.0,1,1.0
06804,CT,17748.0,1,1.0
06042,CT,24044.0,1,1.0
06468,CT,18825.0,1,1.0
32832,FL,34882.0,1,1.0
52241,IA,22319.0,1,1.0
60957,IL,5499.0,1,1.0
63084,MO,19500.0,1,1.0
36301,AL,38447.0,1,1.0
49006,MI,25119.0,1,1.0
66088,KS,2310.0,1,1.0
66204,KS,19381.0,1,1.0
68117,NE,8387.0,1,1.0
68118,NE,9802.0,1,1.0
66207,KS,14519.0,1,1.0
34481,FL,23097.0,1,1.0
65441,MO,4760.0,1,1.0
62675,IL,6044.0,1,1.0
66215,KS,26351.0,1,1.0
66436,KS,5824.0,1,1.0
71635,AR,10907.0,1,1.0
85373,AZ,19629.0,1,1.0
85128,AZ,15764.0,1,1.0
85147,AZ,5390.0,1,1.0
92118,CA,20629.0,1,1.0
92223,CA,59924.0,1,1.0
54822,WI,4665.0,1,1.0
54983,WI,4515.0,1,1.0
28532,NC,20340.0,1,1.0
24018,VA,39144.0,1,1.0
38363,TN,5406.0,1,1.0
38139,TN,16734.0,1,1.0
52403,IA,23012.0,1,1.0
49057,MI,6226.0,1,1.0
36421,AL,9166.0,1,1.0
32931,FL,13643.0,1,1.0
49036,MI,24632.0,1,1.0
31037,GA,3645.0,1,1.0
47250,IN,22596.0,1,1.0
48911,MI,40566.0,1,1.0
66441,KS,26381.0,1,1.0
90240,CA,26495.0,1,1.0
90603,CA,21174.0,1,1.0
91011,CA,20588.0,1,1.0
91803,CA,29374.0,1,1.0
84108,UT,21261.0,1,1.0
44647,OH,18368.0,1,1.0
60712,IL,13463.0,1,1.0
48933,MI,2467.0,1,1.0
56270,MN,1197.0,1,1.0
60661,IL,11987.0,1,1.0
60827,IL,24936.0,1,1.0
63116,MO,41959.0,1,1.0
66103,KS,12741.0,1,1.0
34607,FL,8544.0,1,1.0
65453,MO,7966.0,1,1.0
66104,KS,27509.0,1,1.0
66213,KS,30987.0,1,1.0
23970,VA,8002.0,1,1.0
28512,NC,3011.0,1,1.0
34609,FL,43997.0,1,1.0
38366,TN,2369.0,1,1.0
34608,FL,34363.0,1,1.0
03561,NH,6005.0,1,1.0
01862,MA,11430.0,1,1.0
03077,NH,10684.0,1,1.0
36093,AL,12081.0,1,1.0
48879,MI,17980.0,1,1.0
66217,KS,5398.0,1,1.0
66218,KS,9558.0,1,1.0
24055,VA,12236.0,1,1.0
90272,CA,22849.0,1,1.0
66223,KS,24843.0,1,1.0
54703,WI,44593.0,1,1.0
65301,MO,34987.0,1,1.0
38201,TN,10095.0,1,1.0
54548,WI,5406.0,1,1.0
32934,FL,18355.0,1,1.0
56278,MN,2733.0,1,1.0
62801,IL,20502.0,1,1.0
23921,VA,2060.0,1,1.0
62806,IL,3247.0,1,1.0
34488,FL,11392.0,1,1.0
94933,CA,1226.0,1,1.0
95363,CA,29309.0,1,1.0
95963,CA,16250.0,1,1.0
53545,WI,23318.0,1,1.0
73008,OK,21592.0,1,1.0
68134,NE,28996.0,1,1.0
54603,WI,14203.0,1,1.0
62839,IL,6441.0,1,1.0
28412,NC,42758.0,1,1.0
44502,OH,9300.0,1,1.0
01026,MA,1011.0,1,1.0
01028,MA,16417.0,1,1.0
94552,CA,14721.0,1,1.0
68949,NE,6519.0,1,1.0
45629,OH,3220.0,1,1.0
28433,NC,4282.0,1,1.0
44703,OH,8015.0,1,1.0
62881,IL,11053.0,1,1.0
53713,WI,23291.0,1,1.0
54023,WI,4456.0,1,1.0
25901,WV,10338.0,1,1.0
94005,CA,4836.0,1,1.0
94019,CA,15483.0,1,1.0
94534,CA,42296.0,1,1.0
94610,CA,31261.0,1,1.0
95013,CA,108.0,1,1.0
95123,CA,70040.0,1,1.0
95388,CA,13878.0,1,1.0
45213,OH,12052.0,1,1.0
69001,NE,9347.0,1,1.0
60634,IL,75694.0,1,1.0
42345,KY,11307.0,1,1.0
42642,KY,12939.0,1,1.0
39730,MS,10579.0,1,1.0
56071,MN,12913.0,1,1.0
42455,KY,3306.0,1,1.0
47025,IN,23118.0,1,1.0
47012,IN,9994.0,1,1.0
01434,MA,1652.0,1,1.0
67357,KS,12033.0,1,1.0
67361,KS,1764.0,1,1.0
68512,NE,13492.0,1,1.0
45612,OH,5059.0,1,1.0
92880,CA,75365.0,1,1.0
97426,OR,10521.0,1,1.0
97116,OR,29351.0,1,1.0
97385,OR,3552.0,1,1.0
97055,OR,20606.0,1,1.0
20016,DC,35068.0,1,1.0
20037,DC,14945.0,1,1.0
54942,WI,10403.0,1,1.0
28792,NC,35962.0,1,1.0
24503,VA,19810.0,1,1.0
92241,CA,9270.0,1,1.0
54449,WI,26417.0,1,1.0
53051,WI,38562.0,1,1.0
26847,WV,6014.0,1,1.0
28785,NC,8238.0,1,1.0
45415,OH,12811.0,1,1.0
66612,KS,2097.0,1,1.0
67215,KS,6451.0,1,1.0
45434,OH,12628.0,1,1.0
06405,CT,28171.0,1,1.0
01460,MA,10141.0,1,1.0
06401,CT,18946.0,1,1.0
06483,CT,16748.0,1,1.0
01851,MA,32691.0,1,1.0
02081,MA,20584.0,1,1.0
06896,CT,8704.0,1,1.0
03106,NH,14799.0,1,1.0
46920,IN,1131.0,1,1.0
30677,GA,20579.0,1,1.0
45458,OH,36474.0,1,1.0
91746,CA,29509.0,1,1.0
91911,CA,85442.0,1,1.0
90638,CA,46967.0,1,1.0
42743,KY,8900.0,1,1.0
36089,AL,8342.0,1,1.0
42330,KY,9501.0,1,1.0
52002,IA,17177.0,1,1.0
30752,GA,9602.0,1,1.0
47118,IN,3253.0,1,1.0
30643,GA,16655.0,1,1.0
42420,KY,37664.0,1,1.0
39562,MS,16780.0,1,1.0
06484,CT,40869.0,1,1.0
06489,CT,32267.0,1,1.0
06492,CT,44606.0,1,1.0
45323,OH,5123.0,1,1.0
44708,OH,25386.0,1,1.0
38556,TN,12742.0,1,1.0
28786,NC,21204.0,1,1.0
82321,WY,676.0,1,1.0
66901,KS,6294.0,1,1.0
68638,NE,1586.0,1,1.0
62984,IL,1567.0,1,1.0
35004,AL,11477.0,1,1.0
53024,WI,18291.0,1,1.0
53132,WI,36166.0,1,1.0
25309,WV,13146.0,1,1.0
90280,CA,92678.0,1,1.0
90601,CA,32625.0,1,1.0
32221,FL,30961.0,1,1.0
32444,FL,19913.0,1,1.0
32712,FL,50085.0,1,1.0
32812,FL,34586.0,1,1.0
28646,NC,553.0,1,1.0
67037,KS,30005.0,1,1.0
06854,CT,29931.0,1,1.0
01854,MA,29561.0,1,1.0
01940,MA,13326.0,1,1.0
46996,IN,6830.0,1,1.0
30642,GA,14121.0,1,1.0
52136,IA,6009.0,1,1.0
48722,MI,3137.0,1,1.0
42408,KY,6226.0,1,1.0
95687,CA,69837.0,1,1.0
95742,CA,16260.0,1,1.0
95407,CA,42504.0,1,1.0
95663,CA,2905.0,1,1.0
95713,CA,9156.0,1,1.0
54937,WI,21333.0,1,1.0
24084,VA,10894.0,1,1.0
34683,FL,33453.0,1,1.0
66610,KS,10414.0,1,1.0
68506,NE,28203.0,1,1.0
54843,WI,12664.0,1,1.0
24521,VA,9902.0,1,1.0
28904,NC,9004.0,1,1.0
62995,IL,6077.0,1,1.0
53520,WI,6684.0,1,1.0
54115,WI,48710.0,1,1.0
54665,WI,8925.0,1,1.0
26416,WV,7026.0,1,1.0
62902,IL,4344.0,1,1.0
62903,IL,2473.0,1,1.0
24504,VA,9585.0,1,1.0
95334,CA,16594.0,1,1.0
95368,CA,13896.0,1,1.0
02043,MA,24272.0,1,1.0
48834,MI,2284.0,1,1.0
56093,MN,12469.0,1,1.0
36081,AL,15513.0,1,1.0
48723,MI,11953.0,1,1.0
48755,MI,3077.0,1,1.0
46992,IN,16183.0,1,1.0
36078,AL,13604.0,1,1.0
60603,IL,1288.0,1,1.0
06517,CT,14954.0,1,1.0
24354,VA,14446.0,1,1.0
45133,OH,23646.0,1,1.0
45335,OH,7062.0,1,1.0
67107,KS,3022.0,1,1.0
45342,OH,37508.0,1,1.0
82937,WY,3645.0,1,1.0
24091,VA,7416.0,1,1.0
34715,FL,22763.0,1,1.0
44824,OH,3882.0,1,1.0
24243,VA,1867.0,1,1.0
28742,NC,2981.0,1,1.0
67106,KS,454.0,1,1.0
93637,CA,40202.0,1,1.0
93668,CA,1054.0,1,1.0
94128,CA,2.0,1,1.0
94530,CA,26360.0,1,1.0
94587,CA,70121.0,1,1.0
94517,CA,12525.0,1,1.0
95006,CA,9454.0,1,1.0
66614,KS,31332.0,1,1.0
28659,NC,20588.0,1,1.0
39667,MS,11693.0,1,1.0
39581,MS,11512.0,1,1.0
73179,OK,7575.0,1,1.0
73801,OK,15671.0,1,1.0
93203,CA,20777.0,1,1.0
24228,VA,6418.0,1,1.0
54961,WI,14122.0,1,1.0
28613,NC,22970.0,1,1.0
82054,WY,1132.0,1,1.0
44901,OH,0.0,1,1.0
65738,MO,20995.0,1,1.0
68847,NE,18458.0,1,1.0
68505,NE,17475.0,1,1.0
65565,MO,5238.0,1,1.0
82410,WY,1815.0,1,1.0
28681,NC,25181.0,1,1.0
44905,OH,16827.0,1,1.0
82935,WY,12324.0,1,1.0
93222,CA,2192.0,1,1.0
54660,WI,16073.0,1,1.0
53019,WI,1942.0,1,1.0
01609,MA,23870.0,1,1.0
01864,MA,15554.0,1,1.0
01867,MA,25522.0,1,1.0
01880,MA,27071.0,1,1.0
42724,KY,5107.0,1,1.0
48864,MI,22804.0,1,1.0
56034,MN,609.0,1,1.0
32707,FL,37704.0,1,1.0
51601,IA,5681.0,1,1.0
53048,WI,3542.0,1,1.0
73018,OK,19806.0,1,1.0
73045,OK,11272.0,1,1.0
73077,OK,6534.0,1,1.0
45177,OH,22349.0,1,1.0
39507,MS,17724.0,1,1.0
60586,IL,47212.0,1,1.0
56082,MN,14507.0,1,1.0
56143,MN,4545.0,1,1.0
52057,IA,8064.0,1,1.0
56003,MN,15221.0,1,1.0
60601,IL,15814.0,1,1.0
60602,IL,1261.0,1,1.0
32601,FL,22039.0,1,1.0
41822,KY,1679.0,1,1.0
92549,CA,4234.0,1,1.0
91723,CA,19653.0,1,1.0
92067,CA,9344.0,1,1.0
92301,CA,38912.0,1,1.0
28694,NC,7769.0,1,1.0
54880,WI,30400.0,1,1.0
28711,NC,14047.0,1,1.0
45015,OH,12103.0,1,1.0
45211,OH,37868.0,1,1.0
67146,KS,1727.0,1,1.0
82190,WY,392.0,1,1.0
44836,OH,2538.0,1,1.0
38486,TN,1024.0,1,1.0
24141,VA,20308.0,1,1.0
54801,WI,6661.0,1,1.0
24263,VA,5770.0,1,1.0
66839,KS,4016.0,1,1.0
54982,WI,6987.0,1,1.0
54986,WI,5138.0,1,1.0
24592,VA,13453.0,1,1.0
54868,WI,15785.0,1,1.0
06611,CT,36835.0,1,1.0
01890,MA,22970.0,1,1.0
01841,MA,53654.0,1,1.0
06820,CT,21499.0,1,1.0
48701,MI,1268.0,1,1.0
42259,KY,1046.0,1,1.0
39459,MS,3604.0,1,1.0
30621,GA,6352.0,1,1.0
28630,NC,19772.0,1,1.0
72081,AR,7511.0,1,1.0
72390,AR,7351.0,1,1.0
72802,AR,22752.0,1,1.0
86325,AZ,5472.0,1,1.0
85118,AZ,13044.0,1,1.0
85747,AZ,27703.0,1,1.0
86023,AZ,2420.0,1,1.0
24556,VA,3357.0,1,1.0
22408,VA,32043.0,1,1.0
22801,VA,40460.0,1,1.0
45409,OH,12392.0,1,1.0
24605,VA,9104.0,1,1.0
54758,WI,4759.0,1,1.0
53022,WI,19935.0,1,1.0
53546,WI,31190.0,1,1.0
53964,WI,3514.0,1,1.0
73012,OK,41289.0,1,1.0
73663,OK,1282.0,1,1.0
62946,IL,12235.0,1,1.0
38485,TN,6289.0,1,1.0
66725,KS,5065.0,1,1.0
02879,RI,20982.0,1,1.0
03224,NH,2368.0,1,1.0
35906,AL,10444.0,1,1.0
41751,KY,306.0,1,1.0
46565,IN,9104.0,1,1.0
42028,KY,559.0,1,1.0
30605,GA,43205.0,1,1.0
46818,IN,22071.0,1,1.0
32501,FL,10960.0,1,1.0
15765,PA,1549.0,1,1.0
16508,PA,15172.0,1,1.0
17036,PA,24146.0,1,1.0
45248,OH,25181.0,1,1.0
67206,KS,17076.0,1,1.0
45419,OH,16236.0,1,1.0
24651,VA,5976.0,1,1.0
74365,OK,4081.0,1,1.0
24540,VA,32094.0,1,1.0
46563,IN,22977.0,1,1.0
39218,MS,7231.0,1,1.0
55810,MN,8700.0,1,1.0
82729,WY,2221.0,1,1.0
99504,AK,42375.0,1,1.0
69343,NE,2359.0,1,1.0
98065,WA,16292.0,1,1.0
98070,WA,11055.0,1,1.0
98072,WA,24939.0,1,1.0
99517,AK,16307.0,1,1.0
98146,WA,28845.0,1,1.0
98208,WA,60019.0,1,1.0
99519,AK,1533.0,1,1.0
83350,ID,12975.0,1,1.0
34974,FL,23699.0,1,1.0
68801,NE,30440.0,1,1.0
67502,KS,23770.0,1,1.0
99606,AK,428.0,1,1.0
98292,WA,24098.0,1,1.0
99604,AK,1375.0,1,1.0
94115,CA,35853.0,1,1.0
53821,WI,7838.0,1,1.0
54303,WI,27478.0,1,1.0
74075,OK,25033.0,1,1.0
69154,NE,1168.0,1,1.0
65689,MO,4185.0,1,1.0
45784,OH,3313.0,1,1.0
59847,MT,6112.0,1,1.0
83204,ID,18408.0,1,1.0
32507,FL,31215.0,1,1.0
48504,MI,24266.0,1,1.0
55783,MN,2484.0,1,1.0
93627,CA,188.0,1,1.0
83263,ID,9928.0,1,1.0
83203,ID,87.0,1,1.0
98119,WA,26238.0,1,1.0
83336,ID,5727.0,1,1.0
67554,KS,4150.0,1,1.0
45831,OH,3023.0,1,1.0
98110,WA,24825.0,1,1.0
98275,WA,21642.0,1,1.0
99576,AK,2647.0,1,1.0
67501,KS,24779.0,1,1.0
98116,WA,27691.0,1,1.0
99577,AK,26947.0,1,1.0
99581,AK,825.0,1,1.0
67864,KS,1949.0,1,1.0
67878,KS,2331.0,1,1.0
83448,ID,2590.0,1,1.0
20111,VA,38883.0,1,1.0
01749,MA,20092.0,1,1.0
01824,MA,26881.0,1,1.0
01109,MA,30968.0,1,1.0
06111,CT,30536.0,1,1.0
01720,MA,23232.0,1,1.0
06608,CT,14312.0,1,1.0
06610,CT,23347.0,1,1.0
01730,MA,14566.0,1,1.0
30576,GA,2642.0,1,1.0
06120,CT,12636.0,1,1.0
03257,NH,4513.0,1,1.0
05495,VT,10897.0,1,1.0
74432,OK,9012.0,1,1.0
74801,OK,22000.0,1,1.0
23834,VA,26635.0,1,1.0
73049,OK,6717.0,1,1.0
67439,KS,3608.0,1,1.0
45879,OH,5963.0,1,1.0
83226,ID,2294.0,1,1.0
98028,WA,23914.0,1,1.0
98030,WA,38933.0,1,1.0
45830,OH,5797.0,1,1.0
83442,ID,23831.0,1,1.0
73099,OK,83213.0,1,1.0
73448,OK,6145.0,1,1.0
73521,OK,20209.0,1,1.0
04769,ME,8797.0,1,1.0
91384,CA,28585.0,1,1.0
92315,CA,5148.0,1,1.0
98178,WA,26122.0,1,1.0
22307,VA,10271.0,1,1.0
23111,VA,38151.0,1,1.0
23661,VA,13771.0,1,1.0
85193,AZ,4450.0,1,1.0
98662,WA,37134.0,1,1.0
89060,NV,11857.0,1,1.0
99660,AK,413.0,1,1.0
99684,AK,806.0,1,1.0
99685,AK,3555.0,1,1.0
45660,OH,8011.0,1,1.0
45669,OH,10223.0,1,1.0
67544,KS,3196.0,1,1.0
45844,OH,3251.0,1,1.0
45693,OH,8797.0,1,1.0
97239,OR,18323.0,1,1.0
84129,UT,37421.0,1,1.0
98245,WA,4372.0,1,1.0
98247,WA,9067.0,1,1.0
06438,CT,2616.0,1,1.0
02108,MA,4228.0,1,1.0
02421,MA,18950.0,1,1.0
02458,MA,12817.0,1,1.0
16511,PA,11347.0,1,1.0
19440,PA,19683.0,1,1.0
32548,FL,22399.0,1,1.0
35771,AL,3746.0,1,1.0
55927,MN,4154.0,1,1.0
39402,MS,44633.0,1,1.0
30571,GA,3244.0,1,1.0
51347,IA,1489.0,1,1.0
30512,GA,22608.0,1,1.0
98250,WA,8632.0,1,1.0
04743,ME,4625.0,1,1.0
94545,CA,33786.0,1,1.0
70002,LA,19857.0,1,1.0
23322,VA,66994.0,1,1.0
23701,VA,24629.0,1,1.0
74960,OK,11937.0,1,1.0
73005,OK,8072.0,1,1.0
74105,OK,26640.0,1,1.0
74361,OK,16699.0,1,1.0
95619,CA,4816.0,1,1.0
95685,CA,4542.0,1,1.0
95726,CA,8985.0,1,1.0
95864,CA,24249.0,1,1.0
95948,CA,11603.0,1,1.0
83811,ID,1521.0,1,1.0
98239,WA,7394.0,1,1.0
42053,KY,4837.0,1,1.0
42054,KY,1027.0,1,1.0
42127,KY,6394.0,1,1.0
46804,IN,28800.0,1,1.0
46706,IN,19995.0,1,1.0
60491,IL,22999.0,1,1.0
30517,GA,17033.0,1,1.0
35769,AL,10419.0,1,1.0
32578,FL,35075.0,1,1.0
42134,KY,18881.0,1,1.0
48509,MI,9568.0,1,1.0
39350,MS,24480.0,1,1.0
73071,OK,43379.0,1,1.0
74116,OK,4069.0,1,1.0
74350,OK,790.0,1,1.0
74571,OK,3301.0,1,1.0
98392,WA,3092.0,1,1.0
71602,AR,16112.0,1,1.0
99686,AK,4007.0,1,1.0
98403,WA,8341.0,1,1.0
89011,NV,34456.0,1,1.0
98337,WA,9653.0,1,1.0
98837,WA,46262.0,1,1.0
97913,OR,5597.0,1,1.0
98937,WA,4423.0,1,1.0
98951,WA,13821.0,1,1.0
98841,WA,8984.0,1,1.0
93239,CA,1376.0,1,1.0
99669,AK,15531.0,1,1.0
98329,WA,10960.0,1,1.0
99921,AK,1626.0,1,1.0
46705,IN,1716.0,1,1.0
84013,UT,1090.0,1,1.0
90278,CA,42188.0,1,1.0
95648,CA,54483.0,1,1.0
95914,CA,693.0,1,1.0
95953,CA,11357.0,1,1.0
96003,CA,45185.0,1,1.0
93614,CA,11574.0,1,1.0
24201,VA,16267.0,1,1.0
24426,VA,13695.0,1,1.0
20166,VA,14164.0,1,1.0
20175,VA,33245.0,1,1.0
22066,VA,18165.0,1,1.0
23069,VA,3835.0,1,1.0
74764,OK,3252.0,1,1.0
73159,OK,32981.0,1,1.0
74344,OK,14923.0,1,1.0
34142,FL,31327.0,1,1.0
19343,PA,8711.0,1,1.0
02817,RI,6528.0,1,1.0
02816,RI,33206.0,1,1.0
02874,RI,6137.0,1,1.0
03878,NH,11919.0,1,1.0
03882,NH,1682.0,1,1.0
02462,MA,1569.0,1,1.0
32504,FL,21791.0,1,1.0
48464,MI,2077.0,1,1.0
35765,AL,3845.0,1,1.0
60478,IL,16893.0,1,1.0
60462,IL,40539.0,1,1.0
32571,FL,38885.0,1,1.0
34690,FL,14115.0,1,1.0
97024,OR,11980.0,1,1.0
51101,IA,1146.0,1,1.0
60513,IL,19514.0,1,1.0
55746,MN,17071.0,1,1.0
60514,IL,10320.0,1,1.0
02114,MA,14469.0,1,1.0
02115,MA,31604.0,1,1.0
02116,MA,23408.0,1,1.0
98359,WA,5358.0,1,1.0
83539,ID,1835.0,1,1.0
76117,TX,33398.0,1,1.0
04756,ME,3134.0,1,1.0
96101,CA,5238.0,1,1.0
90040,CA,12089.0,1,1.0
90056,CA,8184.0,1,1.0
92886,CA,50001.0,1,1.0
33897,FL,25352.0,1,1.0
83634,ID,33379.0,1,1.0
98531,WA,26669.0,1,1.0
98564,WA,2581.0,1,1.0
83655,ID,4843.0,1,1.0
83703,ID,18163.0,1,1.0
75402,TX,18983.0,1,1.0
98037,WA,29584.0,1,1.0
98258,WA,51995.0,1,1.0
98823,WA,12393.0,1,1.0
99022,WA,8867.0,1,1.0
99037,WA,15907.0,1,1.0
99760,AK,796.0,1,1.0
23901,VA,14967.0,1,1.0
98921,WA,544.0,1,1.0
51106,IA,28655.0,1,1.0
35759,AL,9894.0,1,1.0
78390,TX,5447.0,1,1.0
78404,TX,15339.0,1,1.0
78605,TX,6246.0,1,1.0
84015,UT,68548.0,1,1.0
88201,NM,26471.0,1,1.0
98565,WA,448.0,1,1.0
99203,WA,21072.0,1,1.0
99218,WA,15591.0,1,1.0
99328,WA,3620.0,1,1.0
99347,WA,2342.0,1,1.0
90018,CA,50179.0,1,1.0
98577,WA,6708.0,1,1.0
98587,WA,1186.0,1,1.0
99140,WA,479.0,1,1.0
98590,WA,376.0,1,1.0
98606,WA,9868.0,1,1.0
98550,WA,11502.0,1,1.0
98332,WA,20704.0,1,1.0
98466,WA,29769.0,1,1.0
20005,DC,12953.0,1,1.0
30507,GA,30573.0,1,1.0
42045,KY,2150.0,1,1.0
55804,MN,15471.0,1,1.0
30506,GA,45215.0,1,1.0
35802,AL,23842.0,1,1.0
30549,GA,28696.0,1,1.0
48607,MI,1456.0,1,1.0
99344,WA,18948.0,1,1.0
75019,TX,44897.0,1,1.0
75105,TX,307.0,1,1.0
75227,TX,59103.0,1,1.0
98045,WA,15749.0,1,1.0
46628,IN,27011.0,1,1.0
60457,IL,14420.0,1,1.0
51334,IA,7105.0,1,1.0
48505,MI,17685.0,1,1.0
02464,MA,3193.0,1,1.0
02494,MA,10732.0,1,1.0
02375,MA,10373.0,1,1.0
02445,MA,22499.0,1,1.0
70114,LA,23127.0,1,1.0
90095,CA,1.0,1,1.0
77436,TX,131.0,1,1.0
77840,TX,55180.0,1,1.0
78218,TX,36137.0,1,1.0
78254,TX,72791.0,1,1.0
96743,HI,13339.0,1,1.0
96749,HI,20503.0,1,1.0
04353,ME,2338.0,1,1.0
04048,ME,3188.0,1,1.0
04679,ME,1756.0,1,1.0
70062,LA,16627.0,1,1.0
90266,CA,35506.0,1,1.0
96701,HI,42833.0,1,1.0
98360,WA,15332.0,1,1.0
77045,TX,32411.0,1,1.0
77061,TX,23398.0,1,1.0
77375,TX,65365.0,1,1.0
70079,LA,2970.0,1,1.0
75116,TX,20656.0,1,1.0
96797,HI,78109.0,1,1.0
98204,WA,44810.0,1,1.0
55904,MN,29813.0,1,1.0
35673,AL,8100.0,1,1.0
90701,CA,16434.0,1,1.0
90254,CA,19736.0,1,1.0
02536,MA,19993.0,1,1.0
03580,NH,1344.0,1,1.0
03584,NH,3490.0,1,1.0
03842,NH,16048.0,1,1.0
02351,MA,17085.0,1,1.0
30456,GA,2014.0,1,1.0
42164,KY,17133.0,1,1.0
30346,GA,5643.0,1,1.0
55454,MN,8279.0,1,1.0
39212,MS,29087.0,1,1.0
89501,NV,3948.0,1,1.0
70047,LA,12783.0,1,1.0
90713,CA,28755.0,1,1.0
90716,CA,14098.0,1,1.0
89156,NV,30067.0,1,1.0
85132,AZ,38848.0,1,1.0
89178,NV,42157.0,1,1.0
80422,CO,4037.0,1,1.0
78648,TX,8167.0,1,1.0
75652,TN,15956.0,1,1.0
76504,TX,24682.0,1,1.0
76525,TX,1021.0,1,1.0
76648,TX,2520.0,1,1.0
96768,HI,18512.0,1,1.0
96825,HI,31147.0,1,1.0
78361,TX,4842.0,1,1.0
78830,TX,509.0,1,1.0
79331,TX,11825.0,1,1.0
79423,TX,42311.0,1,1.0
79703,TX,21205.0,1,1.0
75098,TX,67212.0,1,1.0
35586,AL,4235.0,1,1.0
48360,MI,12480.0,1,1.0
55719,MN,5668.0,1,1.0
41622,KY,256.0,1,1.0
41143,KY,14153.0,1,1.0
30319,GA,44026.0,1,1.0
50659,IA,5402.0,1,1.0
46517,IN,24006.0,1,1.0
32608,FL,55540.0,1,1.0
02554,MA,13517.0,1,1.0
46556,IN,8845.0,1,1.0
41647,KY,1133.0,1,1.0
50602,IA,1538.0,1,1.0
90742,CA,748.0,1,1.0
70464,LA,220.0,1,1.0
98682,WA,65434.0,1,1.0
77551,TX,22677.0,1,1.0
35950,AL,22239.0,1,1.0
36532,AL,36918.0,1,1.0
36867,AL,22505.0,1,1.0
78750,TX,28348.0,1,1.0
04210,ME,24061.0,1,1.0
04038,ME,18336.0,1,1.0
04254,ME,3060.0,1,1.0
04574,ME,1592.0,1,1.0
78245,TX,93031.0,1,1.0
73438,OK,2888.0,1,1.0
84526,UT,3888.0,1,1.0
90814,CA,19042.0,1,1.0
79915,TX,35234.0,1,1.0
75077,TX,38073.0,1,1.0
97146,OR,7299.0,1,1.0
84026,UT,910.0,1,1.0
48433,MI,26688.0,1,1.0
30317,GA,13774.0,1,1.0
55448,MN,28970.0,1,1.0
41224,KY,5655.0,1,1.0
60431,IL,26853.0,1,1.0
41503,KY,552.0,1,1.0
41512,KY,789.0,1,1.0
30324,GA,30942.0,1,1.0
50613,IA,43667.0,1,1.0
39193,MS,510.0,1,1.0
46407,IN,9862.0,1,1.0
55446,MN,28725.0,1,1.0
32420,FL,2289.0,1,1.0
04074,ME,21952.0,1,1.0
07010,NJ,25721.0,1,1.0
02134,MA,21707.0,1,1.0
02138,MA,37982.0,1,1.0
02649,MA,15060.0,1,1.0
02655,MA,3591.0,1,1.0
02141,MA,15130.0,1,1.0
46562,IN,4718.0,1,1.0
02151,MA,62252.0,1,1.0
02148,MA,66274.0,1,1.0
04487,ME,778.0,1,1.0
98642,WA,23685.0,1,1.0
98012,WA,74956.0,1,1.0
98338,WA,30147.0,1,1.0
98375,WA,33316.0,1,1.0
76155,TX,5647.0,1,1.0
77069,TX,19299.0,1,1.0
72116,AR,21715.0,1,1.0
86503,AZ,9851.0,1,1.0
84513,UT,1554.0,1,1.0
75134,TX,20194.0,1,1.0
84511,UT,4603.0,1,1.0
98126,WA,23727.0,1,1.0
98166,WA,22152.0,1,1.0
98354,WA,8264.0,1,1.0
79927,TX,40290.0,1,1.0
75025,TX,53161.0,1,1.0
75032,TX,34590.0,1,1.0
80212,CO,20397.0,1,1.0
90275,CA,42452.0,1,1.0
35490,AL,5257.0,1,1.0
35768,AL,11436.0,1,1.0
02126,MA,22734.0,1,1.0
02719,MA,15924.0,1,1.0
02176,MA,29817.0,1,1.0
03814,NH,2357.0,1,1.0
03838,NH,1150.0,1,1.0
35618,AL,1710.0,1,1.0
41605,KY,685.0,1,1.0
32401,FL,20487.0,1,1.0
46539,IN,2245.0,1,1.0
39180,MS,30383.0,1,1.0
48313,MI,34169.0,1,1.0
98421,WA,1239.0,1,1.0
98446,WA,12800.0,1,1.0
