zipcode,state,population,is_substance_abuse_rehab_per_100k,is_substance_abuse_rehab_per_100k_capped_viz
28079,NC,39051.0,2.560753885944022,2.560753885944022
07017,NJ,39054.0,2.5605571772417677,2.5605571772417677
11433,NY,39071.0,2.559443065189015,2.559443065189015
33604,FL,39071.0,2.559443065189015,2.559443065189015
75069,TX,39084.0,2.5585917511001943,2.5585917511001943
38116,TN,39107.0,2.5570869665277316,2.5570869665277316
89521,NV,39119.0,2.5563025639714714,2.5563025639714714
02184,MA,39143.0,2.554735201696344,2.554735201696344
62704,IL,39157.0,2.553821794315193,2.553821794315193
58078,ND,39161.0,2.5535609407318502,2.5535609407318502
84067,UT,39194.0,2.5514109302444252,2.5514109302444252
98584,WA,39266.0,2.5467325421484235,2.5467325421484235
19808,DE,39285.0,2.545500827287769,2.545500827287769
30189,GA,39327.0,2.542782312406235,2.542782312406235
22201,VA,39331.0,2.5425237090335866,2.5425237090335866
27292,NC,39337.0,2.5421359025853523,2.5421359025853523
83815,ID,39412.0,2.5372982847863597,2.5372982847863597
